Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Monday,22-10-40,3,1,49,25,2
Tuesday,23-10-40,3,10,29,40,1
Wednesday,24-10-40,3,8,15,31,3
Thursday,25-10-40,3,9,31,10,2
Friday,26-10-40,3,4,47,5,3
Saturday,27-10-40,3,4,48,24,5
Sunday,28-10-40,3,6,17,13,4
Monday,29-10-40,3,3,27,42,3
Tuesday,30-10-40,3,9,11,6,1
Wednesday,31-10-40,3,1,18,10,3
Thursday,01-11-40,3,5,39,41,5
Friday,02-11-40,3,10,41,31,3
Saturday,03-11-40,3,4,12,43,2
Sunday,04-11-40,3,4,27,42,4
Monday,05-11-40,3,2,33,12,2
Tuesday,06-11-40,3,2,45,23,3
Wednesday,07-11-40,3,7,47,13,3
Thursday,08-11-40,3,10,32,32,3
Friday,09-11-40,3,3,46,40,4
Saturday,10-11-40,3,8,36,39,5
Sunday,11-11-40,3,7,21,38,1
Monday,12-11-40,3,5,26,38,2
Tuesday,13-11-40,3,2,22,31,1
Wednesday,14-11-40,3,9,34,36,4
Thursday,15-11-40,3,2,30,39,3
Friday,16-11-40,3,2,35,10,3
Saturday,17-11-40,3,8,23,17,5
Sunday,18-11-40,3,4,43,11,5
Monday,19-11-40,3,5,47,21,3
Tuesday,20-11-40,3,10,49,29,1
Wednesday,21-11-40,3,10,25,37,4
Thursday,22-11-40,3,1,50,42,4
Friday,23-11-40,3,9,32,30,5
Saturday,24-11-40,3,9,14,15,5
Sunday,25-11-40,3,7,38,20,2
Monday,26-11-40,3,8,22,44,5
Tuesday,27-11-40,3,7,13,34,1
Wednesday,28-11-40,3,8,17,18,5
Thursday,29-11-40,3,5,21,22,5
Friday,30-11-40,3,2,38,33,3
Saturday,01-12-40,3,6,34,25,3
Sunday,02-12-40,3,3,50,34,1
Monday,03-12-40,3,8,16,12,4
Tuesday,04-12-40,3,2,32,21,1
Wednesday,05-12-40,3,4,31,20,3
Thursday,06-12-40,3,1,50,22,1
Friday,07-12-40,3,10,10,16,2
Saturday,08-12-40,3,6,20,43,5
Sunday,09-12-40,3,8,11,42,3
Monday,10-12-40,3,2,17,18,3
Tuesday,11-12-40,3,2,41,20,3
Wednesday,12-12-40,3,1,17,40,1
Thursday,13-12-40,3,8,38,18,2
Friday,14-12-40,3,7,37,45,2
Saturday,15-12-40,3,9,29,32,4
Sunday,16-12-40,3,4,46,34,4
Monday,17-12-40,3,5,13,31,4
Tuesday,18-12-40,3,3,15,43,1
Wednesday,19-12-40,3,6,43,40,5
Thursday,20-12-40,3,9,22,20,3
Friday,21-12-40,3,5,50,10,2
Saturday,22-12-40,3,8,37,32,1
Sunday,23-12-40,3,6,14,38,4
Monday,24-12-40,3,7,13,11,4
Tuesday,25-12-40,3,3,49,12,4
Wednesday,26-12-40,3,5,41,32,2
Thursday,27-12-40,3,7,30,32,5
Friday,28-12-40,3,3,30,30,1
Saturday,29-12-40,3,1,22,38,5
Sunday,30-12-40,3,3,35,42,4
Monday,31-12-40,3,8,14,14,1
Tuesday,01-01-41,3,8,33,37,3
Wednesday,02-01-41,3,7,44,20,3
Thursday,03-01-41,3,2,13,12,3
Friday,04-01-41,3,2,15,6,2
Saturday,05-01-41,3,3,27,7,4
Sunday,06-01-41,3,9,45,28,4
Monday,07-01-41,3,2,42,25,2
Tuesday,08-01-41,3,3,41,33,4
Wednesday,09-01-41,3,1,42,13,2
Thursday,10-01-41,3,5,33,32,1
Friday,11-01-41,3,5,13,42,3
Saturday,12-01-41,3,7,23,22,3
Sunday,13-01-41,3,10,21,43,1
Monday,14-01-41,3,6,22,26,4
Tuesday,15-01-41,3,9,13,45,3
Wednesday,16-01-41,3,1,34,9,1
Thursday,17-01-41,3,1,38,33,5
Friday,18-01-41,3,6,18,34,1
Saturday,19-01-41,3,1,40,14,5
Sunday,20-01-41,3,8,31,14,4
Monday,21-01-41,3,2,50,30,3
Tuesday,22-01-41,3,4,50,39,5
Wednesday,23-01-41,3,4,30,42,3
Thursday,24-01-41,3,2,17,17,2
Friday,25-01-41,3,6,35,43,2
Saturday,26-01-41,3,6,18,43,4
Sunday,27-01-41,3,5,39,9,2
Monday,28-01-41,3,3,19,27,3
Tuesday,29-01-41,3,9,17,19,2
Wednesday,30-01-41,3,8,15,19,1
Thursday,31-01-41,3,3,30,13,4
Friday,01-02-41,3,9,12,23,1
Saturday,02-02-41,3,2,28,25,1
Sunday,03-02-41,3,7,34,14,3
Monday,04-02-41,3,10,17,21,2
Tuesday,05-02-41,3,7,29,5,5
Wednesday,06-02-41,3,2,31,30,4
Thursday,07-02-41,3,1,22,30,4
Friday,08-02-41,3,4,29,5,2
Saturday,09-02-41,3,6,27,21,3
Sunday,10-02-41,3,1,21,11,1
Monday,11-02-41,3,5,25,6,4
Tuesday,12-02-41,3,3,16,23,2
Wednesday,13-02-41,3,5,10,33,1
Thursday,14-02-41,3,4,48,13,2
Friday,15-02-41,3,7,28,35,5
Saturday,16-02-41,3,2,15,19,2
Sunday,17-02-41,3,1,24,26,2
Monday,18-02-41,3,2,31,19,2
Tuesday,19-02-41,3,9,26,44,3
Wednesday,20-02-41,3,7,21,14,5
Thursday,21-02-41,3,8,11,36,3
Friday,22-02-41,3,8,29,30,3
Saturday,23-02-41,3,3,33,11,3
Sunday,24-02-41,3,5,19,26,4
Monday,25-02-41,3,3,40,44,2
Tuesday,26-02-41,3,5,43,38,2
Wednesday,27-02-41,3,5,31,36,2
Thursday,28-02-41,3,9,18,22,4
Friday,01-03-41,3,3,24,22,5
Saturday,02-03-41,3,8,28,5,2
Sunday,03-03-41,3,8,28,20,3
Monday,04-03-41,3,1,14,13,4
Tuesday,05-03-41,3,5,20,23,1
Wednesday,06-03-41,3,8,19,44,5
Thursday,07-03-41,3,4,40,10,2
Friday,08-03-41,3,4,28,35,4
Saturday,09-03-41,3,1,43,20,2
Sunday,10-03-41,3,5,50,18,3
Monday,11-03-41,3,1,43,37,4
Tuesday,12-03-41,3,6,30,45,4
Wednesday,13-03-41,3,9,49,28,2
Thursday,14-03-41,3,3,17,43,1
Friday,15-03-41,3,10,43,11,2
Saturday,16-03-41,3,5,27,5,2
Sunday,17-03-41,3,4,10,25,4
Monday,18-03-41,3,3,27,45,3
Tuesday,19-03-41,3,2,27,40,4
Wednesday,20-03-41,3,4,24,15,2
Thursday,21-03-41,3,3,27,39,1
Friday,22-03-41,3,3,48,6,2
Saturday,23-03-41,3,8,17,31,2
Sunday,24-03-41,3,7,26,32,4
Monday,25-03-41,3,7,25,31,3
Tuesday,26-03-41,3,4,14,20,1
Wednesday,27-03-41,3,6,19,32,4
Thursday,28-03-41,3,1,24,15,1
Friday,29-03-41,3,1,50,25,4
Saturday,30-03-41,3,6,16,12,4
Sunday,31-03-41,3,8,48,15,4
Monday,01-04-41,3,6,36,32,3
Tuesday,02-04-41,3,3,44,45,2
Wednesday,03-04-41,3,9,49,8,5
Thursday,04-04-41,3,9,14,8,4
Friday,05-04-41,3,2,40,10,4
Saturday,06-04-41,3,4,50,41,4
Sunday,07-04-41,3,4,19,25,2
Monday,08-04-41,3,7,35,45,4
Tuesday,09-04-41,3,2,43,29,3
Wednesday,10-04-41,3,3,47,14,1
Thursday,11-04-41,3,4,36,37,4
Friday,12-04-41,3,6,39,22,5
Saturday,13-04-41,3,5,24,18,5
Sunday,14-04-41,3,9,49,21,3
Monday,15-04-41,3,5,35,42,3
Tuesday,16-04-41,3,9,50,44,3
Wednesday,17-04-41,3,5,47,34,1
Thursday,18-04-41,3,8,29,11,4
Friday,19-04-41,3,4,34,21,3
Saturday,20-04-41,3,10,28,33,3
Sunday,21-04-41,3,6,23,36,1
Monday,22-04-41,3,3,28,22,5
Tuesday,23-04-41,3,5,28,43,3
Wednesday,24-04-41,3,2,21,45,5
Thursday,25-04-41,3,4,13,9,2
Friday,26-04-41,3,9,20,20,5
Saturday,27-04-41,3,10,30,28,2
Sunday,28-04-41,3,5,39,25,5
Monday,29-04-41,3,9,32,10,1
Tuesday,30-04-41,3,4,45,13,1
Wednesday,01-05-41,3,5,48,26,1
Thursday,02-05-41,3,7,33,32,3
Friday,03-05-41,3,3,44,28,3
Saturday,04-05-41,3,2,40,42,5
Sunday,05-05-41,3,7,29,16,3
Monday,06-05-41,3,6,38,22,1
Tuesday,07-05-41,3,5,27,24,1
Wednesday,08-05-41,3,8,34,23,1
Thursday,09-05-41,3,10,35,38,4
Friday,10-05-41,3,3,37,41,4
Saturday,11-05-41,3,6,11,21,2
Sunday,12-05-41,3,6,30,44,3
Monday,13-05-41,3,6,48,42,4
Tuesday,14-05-41,3,4,49,6,2
Wednesday,15-05-41,3,4,25,29,1
Thursday,16-05-41,3,1,45,24,5
Friday,17-05-41,3,1,21,27,2
Saturday,18-05-41,3,1,26,33,4
Sunday,19-05-41,3,1,12,41,1
Monday,20-05-41,3,2,18,16,2
Tuesday,21-05-41,3,1,19,12,4
Wednesday,22-05-41,3,6,21,42,3
Thursday,23-05-41,3,1,33,6,2
Friday,24-05-41,3,4,25,18,1
Saturday,25-05-41,3,1,18,21,3
Sunday,26-05-41,3,9,10,13,2
Monday,27-05-41,3,7,48,5,5
Tuesday,28-05-41,3,6,41,10,5
Wednesday,29-05-41,3,2,36,26,2
Thursday,30-05-41,3,6,20,26,1
Friday,31-05-41,3,9,17,6,3
Saturday,01-06-41,3,7,49,17,2
Sunday,02-06-41,3,4,47,7,1
Monday,03-06-41,3,4,14,6,2
Tuesday,04-06-41,3,5,37,26,4
Wednesday,05-06-41,3,9,46,39,5
Thursday,06-06-41,3,3,28,10,4
Friday,07-06-41,3,8,11,17,3
Saturday,08-06-41,3,6,33,33,3
Sunday,09-06-41,3,2,39,45,1
Monday,10-06-41,3,4,23,25,2
Tuesday,11-06-41,3,4,22,43,4
Wednesday,12-06-41,3,4,36,6,2
Thursday,13-06-41,3,8,48,24,3
Friday,14-06-41,3,6,33,41,1
Saturday,15-06-41,3,9,48,28,3
Sunday,16-06-41,3,5,22,39,5
Monday,17-06-41,3,1,20,5,2
Tuesday,18-06-41,3,2,21,45,2
Wednesday,19-06-41,3,3,38,27,2
Thursday,20-06-41,3,1,31,12,1
Friday,21-06-41,3,3,23,40,5
Saturday,22-06-41,3,6,20,37,5
Sunday,23-06-41,3,6,23,36,3
Monday,24-06-41,3,8,28,19,1
Tuesday,25-06-41,3,10,41,5,1
Wednesday,26-06-41,3,1,29,33,4
Thursday,27-06-41,3,2,23,42,1
Friday,28-06-41,3,4,10,27,3
Saturday,29-06-41,3,8,21,5,3
Sunday,30-06-41,3,4,33,27,5
Monday,01-07-41,3,6,11,15,5
Tuesday,02-07-41,3,10,33,39,5
Wednesday,03-07-41,3,4,32,31,1
Thursday,04-07-41,3,6,11,8,5
Friday,05-07-41,3,2,33,14,3
Saturday,06-07-41,3,7,20,15,2
Sunday,07-07-41,3,2,34,36,3
Monday,08-07-41,3,8,35,38,3
Tuesday,09-07-41,3,6,26,26,1
Wednesday,10-07-41,3,6,23,6,1
Thursday,11-07-41,3,5,36,5,3
Friday,12-07-41,3,1,36,18,3
Saturday,13-07-41,3,2,31,43,4
Sunday,14-07-41,3,2,25,32,5
Monday,15-07-41,3,9,28,39,1
Tuesday,16-07-41,3,5,31,32,2
Wednesday,17-07-41,3,7,37,33,5
Thursday,18-07-41,3,8,30,37,1
Friday,19-07-41,3,1,15,16,4
Saturday,20-07-41,3,2,25,40,1
Sunday,21-07-41,3,4,33,44,2
Monday,22-07-41,3,2,11,15,2
Tuesday,23-07-41,3,3,38,17,3
Wednesday,24-07-41,3,2,21,21,1
Thursday,25-07-41,3,1,49,42,3
Friday,26-07-41,3,6,16,42,4
Saturday,27-07-41,3,3,44,44,5
Sunday,28-07-41,3,9,10,36,1
Monday,29-07-41,3,7,18,31,5
Tuesday,30-07-41,3,5,16,40,4
Wednesday,31-07-41,3,10,27,11,4
Thursday,01-08-41,3,9,47,18,1
Friday,02-08-41,3,5,20,45,4
Saturday,03-08-41,3,3,24,30,2
Sunday,04-08-41,3,6,19,5,1
Monday,05-08-41,3,10,36,34,1
Tuesday,06-08-41,3,6,47,44,5
Wednesday,07-08-41,3,4,25,30,2
Thursday,08-08-41,3,10,50,38,2
Friday,09-08-41,3,10,31,16,3
Saturday,10-08-41,3,9,21,13,5
Sunday,11-08-41,3,3,50,22,4
Monday,12-08-41,3,8,46,10,5
Tuesday,13-08-41,3,6,12,43,5
Wednesday,14-08-41,3,4,24,10,3
Thursday,15-08-41,3,9,27,36,3
Friday,16-08-41,3,2,36,41,3
Saturday,17-08-41,3,4,38,22,2
Sunday,18-08-41,3,6,10,10,5
Monday,19-08-41,3,3,25,5,5
Tuesday,20-08-41,3,10,10,35,2
Wednesday,21-08-41,3,10,27,20,5
Thursday,22-08-41,3,9,18,26,5
Friday,23-08-41,3,10,45,13,1
Saturday,24-08-41,3,5,45,8,3
Sunday,25-08-41,3,3,31,45,4
Monday,26-08-41,3,1,46,15,5
Tuesday,27-08-41,3,4,17,11,3
Wednesday,28-08-41,3,9,44,32,4
Thursday,29-08-41,3,4,34,44,5
Friday,30-08-41,3,8,39,32,2
Saturday,31-08-41,3,2,47,35,5
Sunday,01-09-41,3,2,19,42,4
Monday,02-09-41,3,10,33,10,1
Tuesday,03-09-41,3,4,32,16,5
Wednesday,04-09-41,3,5,38,5,2
Thursday,05-09-41,3,7,37,8,2
Friday,06-09-41,3,9,15,19,5
Saturday,07-09-41,3,5,46,29,5
Sunday,08-09-41,3,2,25,7,2
Monday,09-09-41,3,10,23,24,2
Tuesday,10-09-41,3,5,31,45,3
Wednesday,11-09-41,3,5,23,25,4
Thursday,12-09-41,3,1,28,20,5
Friday,13-09-41,3,1,24,25,5
Saturday,14-09-41,3,10,21,28,2
Sunday,15-09-41,3,4,30,23,5
Monday,16-09-41,3,4,14,22,2
Tuesday,17-09-41,3,5,33,43,2
Wednesday,18-09-41,3,4,35,29,5
Thursday,19-09-41,3,10,17,7,4
Friday,20-09-41,3,9,45,6,2
Saturday,21-09-41,3,2,23,40,2
Sunday,22-09-41,3,3,36,22,2
Monday,23-09-41,3,3,19,16,5
Tuesday,24-09-41,3,3,30,23,1
Wednesday,25-09-41,3,10,36,25,1
Thursday,26-09-41,3,3,41,7,5
Friday,27-09-41,3,2,42,42,1
Saturday,28-09-41,3,3,25,34,5
Sunday,29-09-41,3,8,39,41,1
Monday,30-09-41,3,2,21,10,4
Tuesday,01-10-41,3,7,46,35,3
Wednesday,02-10-41,3,3,44,45,3
Thursday,03-10-41,3,9,42,23,2
Friday,04-10-41,3,9,27,27,4
Saturday,05-10-41,3,2,16,22,3
Sunday,06-10-41,3,4,43,18,2
Monday,07-10-41,3,7,23,8,4
Tuesday,08-10-41,3,8,17,29,5
Wednesday,09-10-41,3,4,33,21,1
Thursday,10-10-41,3,2,43,25,1
Friday,11-10-41,3,4,45,35,4
Saturday,12-10-41,3,1,17,37,5
Sunday,13-10-41,3,5,15,24,3
Monday,14-10-41,3,1,32,32,4
Tuesday,15-10-41,3,8,18,33,2
Wednesday,16-10-41,3,4,14,33,3
Thursday,17-10-41,3,1,34,29,4
Friday,18-10-41,3,2,17,12,4
Saturday,19-10-41,3,5,41,34,4
Sunday,20-10-41,3,5,36,7,5
Monday,21-10-41,3,9,32,38,4
Tuesday,22-10-41,3,9,38,18,2
Wednesday,23-10-41,3,7,46,22,5
Thursday,24-10-41,3,10,18,33,1
Friday,25-10-41,3,3,17,36,4
Saturday,26-10-41,3,9,30,20,2
Sunday,27-10-41,3,2,21,40,2
Monday,28-10-41,3,5,50,44,3
Tuesday,29-10-41,3,7,50,34,1
Wednesday,30-10-41,3,10,43,10,1
Thursday,31-10-41,3,10,20,16,1
Friday,01-11-41,3,10,17,22,2
Saturday,02-11-41,3,1,36,13,5
Sunday,03-11-41,3,8,19,32,2
Monday,04-11-41,3,10,19,32,2
Tuesday,05-11-41,3,4,12,38,3
Wednesday,06-11-41,3,7,32,15,5
Thursday,07-11-41,3,2,35,14,3
Friday,08-11-41,3,3,47,20,3
Saturday,09-11-41,3,1,20,22,1
Sunday,10-11-41,3,10,16,11,2
Monday,11-11-41,3,8,40,5,5
Tuesday,12-11-41,3,1,23,7,4
Wednesday,13-11-41,3,7,16,20,3
Thursday,14-11-41,3,5,13,16,2
Friday,15-11-41,3,5,19,45,1
Saturday,16-11-41,3,2,14,17,3
Sunday,17-11-41,3,4,26,39,2
Monday,18-11-41,3,9,21,44,2
Tuesday,19-11-41,3,1,12,31,3
Wednesday,20-11-41,3,9,43,26,4
Thursday,21-11-41,3,6,26,31,2
Friday,22-11-41,3,8,22,41,3
Saturday,23-11-41,3,2,44,23,4
Sunday,24-11-41,3,9,10,45,3
Monday,25-11-41,3,9,49,30,2
Tuesday,26-11-41,3,6,17,10,2
Wednesday,27-11-41,3,10,20,43,3
Thursday,28-11-41,3,6,11,10,1
Friday,29-11-41,3,8,46,24,1
Saturday,30-11-41,3,5,46,24,4
Sunday,01-12-41,3,5,33,18,1
Monday,02-12-41,3,7,29,43,3
Tuesday,03-12-41,3,9,50,27,5
Wednesday,04-12-41,3,10,46,32,1
Thursday,05-12-41,3,3,14,8,3
Friday,06-12-41,3,2,31,6,5
Saturday,07-12-41,3,9,48,31,4
Sunday,08-12-41,3,3,24,31,4
Monday,09-12-41,3,7,46,14,1
Tuesday,10-12-41,3,10,27,38,2
Wednesday,11-12-41,3,2,25,15,4
Thursday,12-12-41,3,3,40,29,1
Friday,13-12-41,3,9,12,31,4
Saturday,14-12-41,3,2,45,27,5
Sunday,15-12-41,3,4,13,22,1
Monday,16-12-41,3,7,14,44,5
Tuesday,17-12-41,3,2,38,39,4
Wednesday,18-12-41,3,5,45,36,3
Thursday,19-12-41,3,7,26,26,2
Friday,20-12-41,3,1,13,19,1
Saturday,21-12-41,3,3,31,22,4
Sunday,22-12-41,3,3,16,13,5
Monday,23-12-41,3,7,39,10,4
Tuesday,24-12-41,3,5,26,29,2
Wednesday,25-12-41,3,5,42,33,2
Thursday,26-12-41,3,5,42,34,1
Friday,27-12-41,3,2,15,14,2
Saturday,28-12-41,3,8,19,17,5
Sunday,29-12-41,3,3,36,8,2
Monday,30-12-41,3,1,20,43,3
Tuesday,31-12-41,3,3,23,8,3
Wednesday,01-01-42,3,8,17,45,4
Thursday,02-01-42,3,2,49,40,3
Friday,03-01-42,3,10,45,30,1
Saturday,04-01-42,3,3,16,14,1
Sunday,05-01-42,3,9,35,37,2
Monday,06-01-42,3,9,50,15,5
Tuesday,07-01-42,3,9,42,43,2
Wednesday,08-01-42,3,6,37,44,4
Thursday,09-01-42,3,7,14,10,5
Friday,10-01-42,3,7,11,16,2
Saturday,11-01-42,3,5,35,31,5
Sunday,12-01-42,3,5,26,45,3
Monday,13-01-42,3,6,27,40,3
Tuesday,14-01-42,3,5,32,27,2
Wednesday,15-01-42,3,9,10,14,1
Thursday,16-01-42,3,8,10,38,5
Friday,17-01-42,3,3,35,35,3
Saturday,18-01-42,3,7,15,15,1
Sunday,19-01-42,3,6,44,23,1
Monday,20-01-42,3,10,22,8,1
Tuesday,21-01-42,3,2,41,24,4
Wednesday,22-01-42,3,8,25,8,2
Thursday,23-01-42,3,4,34,29,5
Friday,24-01-42,3,1,32,33,4
Saturday,25-01-42,3,1,18,30,4
Sunday,26-01-42,3,4,45,31,1
Monday,27-01-42,3,2,14,22,1
Tuesday,28-01-42,3,5,18,18,1
Wednesday,29-01-42,3,10,34,31,1
Thursday,30-01-42,3,6,43,43,3
Friday,31-01-42,3,2,36,37,1
Saturday,01-02-42,3,4,49,38,2
Sunday,02-02-42,3,4,49,20,2
Monday,03-02-42,3,5,45,42,5
Tuesday,04-02-42,3,5,30,24,2
Wednesday,05-02-42,3,7,11,22,5
Thursday,06-02-42,3,2,27,10,4
Friday,07-02-42,3,6,44,7,3
Saturday,08-02-42,3,5,44,40,4
Sunday,09-02-42,3,5,12,13,4
Monday,10-02-42,3,3,32,36,5
Tuesday,11-02-42,3,9,11,42,2
Wednesday,12-02-42,3,6,14,34,2
Thursday,13-02-42,3,9,47,35,4
Friday,14-02-42,3,6,36,21,1
Saturday,15-02-42,3,6,19,13,4
Sunday,16-02-42,3,5,27,41,2
Monday,17-02-42,3,3,25,37,2
Tuesday,18-02-42,3,7,12,35,2
Wednesday,19-02-42,3,1,21,44,5
Thursday,20-02-42,3,1,42,7,3
Friday,21-02-42,3,5,42,36,2
Saturday,22-02-42,3,3,34,36,4
Sunday,23-02-42,3,6,12,16,5
Monday,24-02-42,3,8,35,36,1
Tuesday,25-02-42,3,5,36,13,5
Wednesday,26-02-42,3,7,22,19,1
Thursday,27-02-42,3,4,25,34,2
Friday,28-02-42,3,4,26,36,2
Saturday,01-03-42,3,6,29,34,5
Sunday,02-03-42,3,5,37,18,1
Monday,03-03-42,3,1,13,10,5
Tuesday,04-03-42,3,9,24,39,2
Wednesday,05-03-42,3,7,45,13,1
Thursday,06-03-42,3,8,49,15,3
Friday,07-03-42,3,8,35,36,5
Saturday,08-03-42,3,3,38,19,2
Sunday,09-03-42,3,4,16,38,2
Monday,10-03-42,3,10,43,27,2
Tuesday,11-03-42,3,8,46,27,2
Wednesday,12-03-42,3,9,29,36,2
Thursday,13-03-42,3,5,37,10,1
Friday,14-03-42,3,6,38,42,4
Saturday,15-03-42,3,10,47,5,5
Sunday,16-03-42,3,10,19,38,4
Monday,17-03-42,3,5,33,33,5
Tuesday,18-03-42,3,1,15,6,4
Wednesday,19-03-42,3,1,44,24,2
Thursday,20-03-42,3,10,39,29,2
Friday,21-03-42,3,4,20,16,1
Saturday,22-03-42,3,3,19,15,4
Sunday,23-03-42,3,9,36,35,1
Monday,24-03-42,3,5,26,15,4
Tuesday,25-03-42,3,6,41,9,4
Wednesday,26-03-42,3,6,21,23,2
Thursday,27-03-42,3,6,41,45,4
Friday,28-03-42,3,4,27,31,5
Saturday,29-03-42,3,3,27,8,3
Sunday,30-03-42,3,6,43,23,4
Monday,31-03-42,3,2,39,22,1
Tuesday,01-04-42,3,2,30,40,4
Wednesday,02-04-42,3,3,13,45,4
Thursday,03-04-42,3,6,13,34,2
Friday,04-04-42,3,6,49,9,1
Saturday,05-04-42,3,2,32,25,2
Sunday,06-04-42,3,9,39,20,5
Monday,07-04-42,3,5,32,41,1
Tuesday,08-04-42,3,10,32,36,5
Wednesday,09-04-42,3,9,16,40,1
Thursday,10-04-42,3,4,22,6,1
Friday,11-04-42,3,1,18,27,1
Saturday,12-04-42,3,1,42,37,3
Sunday,13-04-42,3,4,40,9,2
Monday,14-04-42,3,7,36,42,4
Tuesday,15-04-42,3,6,28,26,3
Wednesday,16-04-42,3,1,25,38,2
Thursday,17-04-42,3,10,42,15,4
Friday,18-04-42,3,2,28,28,2
Saturday,19-04-42,3,1,36,32,1
Sunday,20-04-42,3,5,42,28,5
Monday,21-04-42,3,1,10,30,5
Tuesday,22-04-42,3,6,30,18,3
Wednesday,23-04-42,3,2,11,31,3
Thursday,24-04-42,3,2,41,34,1
Friday,25-04-42,3,1,47,19,1
Saturday,26-04-42,3,6,24,25,3
Sunday,27-04-42,3,1,45,31,3
Monday,28-04-42,3,7,39,24,5
Tuesday,29-04-42,3,6,22,5,4
Wednesday,30-04-42,3,10,14,24,4
Thursday,01-05-42,3,1,37,15,5
Friday,02-05-42,3,2,29,33,1
Saturday,03-05-42,3,9,19,36,3
Sunday,04-05-42,3,4,44,41,3
Monday,05-05-42,3,5,24,22,5
Tuesday,06-05-42,3,8,11,44,1
Wednesday,07-05-42,3,8,45,23,3
Thursday,08-05-42,3,4,12,10,2
Friday,09-05-42,3,7,24,43,5
Saturday,10-05-42,3,10,32,19,4
Sunday,11-05-42,3,5,42,18,5
Monday,12-05-42,3,10,29,22,1
Tuesday,13-05-42,3,3,26,23,1
Wednesday,14-05-42,3,9,11,22,4
Thursday,15-05-42,3,7,48,32,5
Friday,16-05-42,3,2,25,21,3
Saturday,17-05-42,3,9,14,25,2
Sunday,18-05-42,3,5,40,24,5
Monday,19-05-42,3,4,17,10,4
Tuesday,20-05-42,3,3,35,20,5
Wednesday,21-05-42,3,10,23,19,3
Thursday,22-05-42,3,4,43,20,2
Friday,23-05-42,3,3,30,39,5
Saturday,24-05-42,3,5,37,28,4
Sunday,25-05-42,3,4,23,19,5
Monday,26-05-42,3,2,47,25,4
Tuesday,27-05-42,3,5,34,24,3
Wednesday,28-05-42,3,2,44,29,4
Thursday,29-05-42,3,2,27,44,4
Friday,30-05-42,3,5,27,20,3
Saturday,31-05-42,3,2,38,34,3
Sunday,01-06-42,3,3,19,31,1
Monday,02-06-42,3,9,18,19,1
Tuesday,03-06-42,3,9,44,15,1
Wednesday,04-06-42,3,8,11,28,1
Thursday,05-06-42,3,7,48,5,3
Friday,06-06-42,3,1,21,11,5
Saturday,07-06-42,3,2,17,9,1
Sunday,08-06-42,3,9,15,41,4
Monday,09-06-42,3,3,40,17,2
Tuesday,10-06-42,3,10,30,30,4
Wednesday,11-06-42,3,5,44,29,4
Thursday,12-06-42,3,1,10,11,5
Friday,13-06-42,3,10,41,14,5
Saturday,14-06-42,3,6,11,22,3
Sunday,15-06-42,3,9,37,40,1
Monday,16-06-42,3,4,33,27,5
Tuesday,17-06-42,3,5,19,32,4
Wednesday,18-06-42,3,5,47,19,4
Thursday,19-06-42,3,6,11,21,5
Friday,20-06-42,3,9,30,29,3
Saturday,21-06-42,3,8,49,17,2
Sunday,22-06-42,3,8,15,32,1
Monday,23-06-42,3,8,23,20,3
Tuesday,24-06-42,3,2,22,23,2
Wednesday,25-06-42,3,2,38,8,3
Thursday,26-06-42,3,1,48,39,1
Friday,27-06-42,3,9,25,11,1
Saturday,28-06-42,3,6,32,6,2
Sunday,29-06-42,3,9,45,6,1
Monday,30-06-42,3,9,12,12,5
Tuesday,01-07-42,3,10,38,6,5
Wednesday,02-07-42,3,1,38,38,5
Thursday,03-07-42,3,5,45,43,4
Friday,04-07-42,3,1,42,29,3
Saturday,05-07-42,3,2,39,16,4
Sunday,06-07-42,3,10,21,26,5
Monday,07-07-42,3,6,47,38,4
Tuesday,08-07-42,3,1,39,20,1
Wednesday,09-07-42,3,5,40,6,1
Thursday,10-07-42,3,5,48,36,5
Friday,11-07-42,3,8,11,19,4
Saturday,12-07-42,3,7,38,11,4
Sunday,13-07-42,3,10,43,22,2
Monday,14-07-42,3,7,32,37,1
Tuesday,15-07-42,3,5,35,18,5
Wednesday,16-07-42,3,5,31,42,2
Thursday,17-07-42,3,7,36,32,2
Friday,18-07-42,3,3,26,35,1
Saturday,19-07-42,3,6,35,34,4
Sunday,20-07-42,3,3,17,18,5
Monday,21-07-42,3,7,44,12,5
Tuesday,22-07-42,3,6,10,36,4
Wednesday,23-07-42,3,2,25,44,5
Thursday,24-07-42,3,5,44,33,3
Friday,25-07-42,3,3,34,38,3
Saturday,26-07-42,3,2,18,31,3
Sunday,27-07-42,3,8,38,21,4
Monday,28-07-42,3,2,39,23,5
Tuesday,29-07-42,3,5,25,41,4
Wednesday,30-07-42,3,2,43,42,5
Thursday,31-07-42,3,5,29,28,1
Friday,01-08-42,3,6,34,35,4
Saturday,02-08-42,3,7,47,42,4
Sunday,03-08-42,3,7,22,15,5
Monday,04-08-42,3,10,46,18,3
Tuesday,05-08-42,3,4,46,18,2
Wednesday,06-08-42,3,4,44,34,4
Thursday,07-08-42,3,6,18,12,4
Friday,08-08-42,3,5,19,19,1
Saturday,09-08-42,3,9,29,24,2
Sunday,10-08-42,3,3,40,10,3
Monday,11-08-42,3,2,35,40,5
Tuesday,12-08-42,3,7,41,17,2
Wednesday,13-08-42,3,5,13,30,2
Thursday,14-08-42,3,2,32,35,1
Friday,15-08-42,3,9,15,10,4
Saturday,16-08-42,3,9,50,42,4
Sunday,17-08-42,3,9,38,26,2
